03.12.2018 RGB-PI Database for MAME 2010 (0.139) by @Fran_Tron

Name, H pixels, Scanlines, Frame Rate, H position, H zoom, V position, 
H Front Porch, H Sync, H Back Porch, V Sync, H Frequency, Core, Orientation.

Name          :  Name of game(zip) to launch.
H pixels      :  Horizontal resolution.
Scanlines     :  Vertical resolution of the game, number of lines of the game.
Frame Rate    :  Frame Rate of the game in Hz.

H Position    :  Horizontal Position, use this value to move screen horizontally.
H Zoom        :  Horizontal Zoom, use this value to zoom/unzoom horizontal screen.
V Position    :  Vertical Position, use this value to move screen vertically.

H Front Porch :  Horizontal Front Porch
H Sync        :  Horizontal Synchronisation
H Back Porch  :  Horizontal Back Porch
V Sync        :  Vertical  Synchronisation
H Frequency   :  Horizontal Frequency, can be tweaked to force 625 lines mode (e.g. 15840 at 55Hz)

Core          :  Libretro core to use.
Orientation   :  Game Orientation, can be HORIZONTAL(H) or VERTICAL(V).

trckydoca 1920 224 55.720000 -4 -27 3 48 192 240 5 15734 mame2010 H
karatour 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ladykill 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
moegonta 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
pangpoms 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pangpomsm 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
skyalert 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
poitto 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dharma 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dharmak 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lastfort 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lastforte 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lastfortk 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lastfortg 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
toride2g 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
toride2gg 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
toride2j 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gunmast 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
daitorid 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
daitoa 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dokyusei 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dokyusp 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
msgogo 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
puzzli 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
3kokushi 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pururun 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
balcube 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mouja 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
bangball 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
batlbubl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gakusai 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gakusai2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
blzntrnd 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gstrik2 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gstrik2j 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hyprduel 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hyprduel2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
magerror 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
puzzlet 1920 224 58.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
spcforce 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
spcforc2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
meteor 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
looping 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
loopingv 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
loopingva 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
skybump 1920 224 60.606061 -4 -27 3 48 192 240 5 15734 mame2010 V
suprridr 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
paradise 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
paradlx 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
para2dx 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
tgtball 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tgtballa 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
torus 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
paprazzi 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
madball 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
madballn 1920 224 54.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cannball 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cannballv 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
magix 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
rocktris 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
magicbub 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
magicbuba 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
shocking 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
bombkick 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nmg5 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nmg5e 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
searchey 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
searchp2 1920 240 55.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pclubys 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pclubysa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
garogun 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
7ordi 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
wondstck 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
blueprnt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
blueprntj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
saturn 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
gogomile 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gogomilej 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pbancho 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
asurabld 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
asurabus 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnmst 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
burglarx 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
zeropnt 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
zeropnta 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
zeropnt2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
silkroad 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
aoh 1920 224 59.185000 -4 -27 3 48 192 240 5 15734 mame2010 H
twinactn 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
stagger1 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
redhawk 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
redhawke 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
redhawki 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
redhawkb 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
grdnstrm 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
grdnstrmk 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
bubl2000 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hotbubl 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
popspops 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
firehawk 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mangchi 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
spec2k 1920 224 56.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
multchmp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
multchmpk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mchampdx 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mchampdxa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hedpanic 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hedpanicf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hedpanico 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tangtang 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
swatpolc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
royalmj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
openmj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
royalmah 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
janyoup2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
janputer 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
janoh 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
janoha 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jansou 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jansoua 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjsiyoub 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjsenka 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjyarou 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjclub 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
daisyari 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
suzume 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hnayayoi 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dondenmj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ippatsu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hnfubuki 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjdiplob 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
untoucha 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tontonb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
makaijan 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hanamai 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
majs101b 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjapinky 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjdejavu 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjdejav2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hnkochou 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjderngr 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hnoridur 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgpunch 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjfriday 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jantouki 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gekisha 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjifb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjifb2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjifb3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjvegas 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjvegasa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cafetime 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cafedoll 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
janptr96 1920 239 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sprtmtch 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
maya 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mayaa 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
inca 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
blktouch 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mcnpshnt 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
7jigen 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
neruton 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjcomv1 1920 239 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
shpeng 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tenkai 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tenkai2b 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tenkaibb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tenkaicb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tenkaid 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tenkaie 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
htengoku 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjreach 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjdialq2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
yarunara 1920 239 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjangels 1920 239 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
quiztvqq 1920 239 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mmpanic 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
quizchq 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
quizchql 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
funkyfig 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
animaljr 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
animaljrs 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
animaljrj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hginga 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjmyster 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjmywrld 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjmyornt 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjmyuniv 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
quiz365 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
quiz365t 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
rongrong 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
rongrongj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
rongrongg 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hparadis 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hgokou 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjdchuka 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjtensin 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nettoqc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
majrjhdx 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ddenlovj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ddenlovrk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ddenlovr 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ddenlovrb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hanakanz 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
akamaru 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sryudens 1920 239 60.853200 -4 -27 3 48 192 240 5 15734 mame2010 H
mjflove 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hkagerou 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
realbrk 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
realbrkk 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
realbrkj 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dai2kaku 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjchuuka 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjreach1 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cafebrk 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jongtei 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
daimyojn 1920 240 59.792200 -4 -27 3 48 192 240 5 15734 mame2010 H
pkgnsh 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pkgnshdx 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hjingi 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
hanayara 1920 239 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjelctrn 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjelct3 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjelct3a 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mjelctrb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
majxtal7 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nyny 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
nynyg 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
arcadia 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
r2dtank 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
spiders 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
spiders2 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
spiders3 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
spinner 1920 256 85.449219 -4 -27 3 48 192 240 5 15734 mame2010 V
sub 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 V
jwildb52 1920 192 30.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jwildb52a 1920 192 30.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jwildb52h 1920 192 30.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gegege 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
goldstar 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
goldstbl 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
moonlght 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
chry10 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
chrygld 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cabaret 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cpoker 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cpokert 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
csk227it 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
csk234it 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
igs_ncs 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
igs_ncs2 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
spk115it 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
spk116it 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jackie 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
pktet346 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
chleague 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
chleagul 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
number10 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
numbr10l 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cpokerpk 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
cpokerpkg 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
citalcup 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
stellecu 1920 256 57.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
iqblock 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
grndtour 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
5clown 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
5clowna 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
5clownsp 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lordgun 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
aliencha 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
alienchac 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
jingbell 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
gp98 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhbv33c 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
ryukobou 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dbc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhb2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
xymg 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
wlcc 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
vbowl 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
vbowlj 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrld 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrldv30 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrldv21 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrldv21j 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrldv20j 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrldv10c 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgnwrldv11h 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
nkishusp 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
iqblocka 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
iqblockf 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tjsb 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sdmg2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mgdh 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mgcs 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhzb2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhzb2a 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
slqz2 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tarzan 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
tarzana 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
starzan 1920 240 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
bigd2 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sdwx 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
sddz 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhzb3 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
lhzb4 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
klxyj 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
mgfx 1920 256 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orlegend 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orlegende 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orlegendc 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orlegendca 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orlegend111c 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
orlegend105k 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgw2 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgw2c 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgw2j 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgw3 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgw3105 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
drgw3100 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
dwex 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
killbld 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
killbld104 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
kov 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
kovplus 1920 224 60.000000 -4 -27 3 48 192 240 5 15734 mame2010 H
